JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater
2280,18,-82,7,17,-4,7,-9999,0
2281,16,-82,6,15,-8,6,-9999,-4
2282,19,-82,7,16,-3,8,-9999,-14
2283,19,-81,8,16,-4,8,-9999,-7
2284,17,-82,7,17,-4,7,-9999,-5
2285,17,-82,6,15,-5,6,-9999,-5
2286,20,-81,7,17,-5,8,-9999,-5
2287,16,-83,6,13,-7,6,-9999,-17
2288,16,-84,6,14,-9,6,-9999,-18
2289,20,-83,8,-32,-3,-9999,-9999,-10
2290,17,-83,6,-31,-4,-9999,-9999,1
2291,17,-82,6,-31,-5,-9999,-9999,2
2292,16,-82,6,-34,-5,-9999,-9999,1
2293,18,-81,7,-32,-3,-9999,-9999,4
2294,19,-55,8,-31,-4,-9999,-9999,8
2295,18,-56,6,-34,-7,-9999,-9999,4
2296,18,-56,6,-33,-11,-9999,-9999,3
2297,18,-59,6,-33,-15,-9999,3,-1
2298,18,-64,6,-34,-17,-9999,6,-9
2299,18,-72,6,-34,-20,-9999,2,-13
2300,18,-77,6,-34,-21,-9999,3,-15
2301,18,-79,6,-34,-21,-9999,4,-18
2302,17,-82,6,-35,-23,-9999,4,-21
2303,18,-90,6,-34,-21,-9999,4,-24
2304,20,-95,7,-32,-20,-9999,4,-24
2305,18,-78,7,-34,-5,-9999,4,-22
2306,17,-79,6,-35,-14,-9999,4,-28
2307,18,-82,7,-34,-18,-9999,4,-30
2308,19,-109,7,-34,-19,-9999,4,-32
2309,18,-106,7,-35,-10,-9999,4,-27
2310,18,-101,7,-34,-18,-9999,5,-31
2311,19,-103,7,-33,-7,-9999,4,-33
2312,-9999,-104,7,-34,-8,-9999,4,-35
2313,-9999,-105,8,-26,-2,-9999,7,-29
2314,-9999,-108,7,-32,-5,-9999,7,-22
2315,-9999,-98,7,-32,-4,-9999,6,-4
2316,-9999,-98,7,-32,-9,-9999,5,-9
2317,-9999,-99,8,-30,-7,-9999,6,-13
2318,-9999,-99,7,-32,-10,-9999,4,-19
2319,-9999,-100,7,-33,-16,-9999,3,-22
2320,-9999,-108,7,-33,-18,-9999,4,-27
2321,-9999,-106,7,-34,-21,-9999,4,-31
2322,-9999,-107,7,-34,-21,-9999,5,-35
2323,-9999,-111,8,-32,-20,-9999,6,-37
2324,-9999,-112,8,-32,-19,-9999,5,-40
2325,-9999,-114,9,-26,-4,-9999,5,-43
2326,-9999,-117,7,-32,-10,-9999,6,-40
2327,-9999,-108,7,-30,-3,-9999,5,-33
2328,-9999,-107,6,-31,-4,-9999,4,-28
2329,-9999,-126,7,-30,-11,-9999,6,-33
2330,-9999,-128,7,-30,-16,-9999,5,-38
2331,-9999,-129,6,-31,-19,-9999,3,-44
2332,-9999,-128,7,-32,-20,-9999,2,-50
2333,-9999,-129,7,-29,-19,-9999,4,-54
2334,-9999,-123,6,-30,-14,-9999,5,-56
2335,-9999,-124,6,-32,-19,-9999,2,-60
2336,-9999,-126,7,-31,-20,-9999,2,-65
2337,-9999,-128,7,-32,-20,-9999,1,-70
2338,-9999,-130,7,-32,-20,-9999,1,-76
2339,-9999,-132,7,-32,-20,-9999,17,-83
2340,-9999,-133,7,-32,-21,-9999,16,-90
2341,-9999,-135,7,-32,-22,-9999,16,-96
2342,-9999,-136,8,-29,-19,-9999,16,-101
2343,-9999,-137,7,-32,-21,-9999,16,-105
2344,-9999,-139,7,-32,-21,-9999,13,-111
2345,-9999,-140,7,-32,-26,-9999,14,-116
2346,-9999,-141,7,-32,-26,-9999,12,-121
2347,-9999,-142,7,-32,-27,-9999,10,-125
2348,-9999,-141,8,-29,-31,-9999,12,-124
2349,-9999,-139,7,-30,-22,-9999,11,-125
2350,-9999,-140,8,-30,-20,-9999,11,-126
2351,-9999,-138,8,-29,-21,-9999,10,-126
2352,-9999,-137,7,-31,-20,-9999,9,-126
2353,-9999,-139,7,-29,-19,-9999,9,-129
2354,-9999,-141,7,-30,-20,-9999,9,-130
2355,-9999,-142,7,-32,-25,-9999,7,-138
2356,-9999,-142,7,-33,-27,-9999,5,-142
2357,-9999,-144,7,-31,-38,-9999,4,-144
2358,-9999,-144,7,-30,-45,-9999,4,-148
2359,-9999,-145,8,-32,-49,-9999,3,-150
2360,-9999,-131,8,-28,-6,-9999,7,-150
2361,-9999,-134,7,-31,-19,-9999,6,-154
2362,-9999,-138,7,-30,-21,-9999,6,-158
2363,-9999,-141,7,-32,-30,-9999,4,-162
2364,-9999,-143,8,-32,-38,-9999,3,-165
2365,-9999,-145,7,-31,-34,-9999,3,-168
2366,-9999,-146,8,-30,-43,-9999,1,-171
2367,-9999,-142,7,-29,-23,-9999,2,-168
2368,-9999,-145,7,-30,-27,-9999,1,-173
2369,-9999,-147,7,-30,-38,-9999,0,-173
2370,-9999,-148,8,-31,-46,-9999,-3,-174
2371,-9999,-148,7,-32,-51,-9999,-4,-174
2372,-9999,-149,7,-32,-54,-9999,-6,-174
2373,-9999,-150,7,-32,-60,-9999,-9,-174
2374,-9999,-152,7,-31,-64,-9999,-11,-174
2375,-9999,-152,7,-30,-67,-9999,-11,-174
2376,-9999,-153,7,-30,-69,-9999,-13,-175
2377,-9999,-154,7,-30,-70,-9999,-16,-175
2378,-9999,-154,8,-29,-71,-9999,-15,-175
2379,-9999,-153,7,-30,-70,-9999,-18,-176
2380,-9999,-153,7,-29,-70,-9999,-17,-176
2381,-9999,-151,8,-28,-68,-9999,-15,-176
2382,-9999,-152,8,-28,-66,-9999,-19,-176
2383,-9999,-150,7,-30,-64,-9999,-24,-177
2384,-9999,-152,7,-32,-68,-9999,-31,-177
2385,-9999,-153,8,-32,-72,-9999,-35,-177
2386,-9999,-153,8,-32,-72,-9999,-41,-178
2387,-9999,-153,10,-28,-70,-9999,-39,-178
2388,-9999,-150,8,-29,-63,-9999,-30,-178
2389,-9999,-152,7,-30,-63,-9999,-38,-179
2390,-9999,-152,7,-30,-66,-9999,-42,-179
2391,-9999,-154,8,-31,-71,-9999,-47,-179
2392,-9999,-152,8,-28,-69,-9999,-46,-179
2393,-9999,-153,7,-31,-70,-9999,-51,-179
2394,-9999,-154,8,-32,-72,-9999,-56,-180
2395,-9999,-155,8,-31,-74,-9999,-59,-180
2396,-9999,-155,8,-31,-72,-9999,-63,-180
2397,-9999,-155,8,-32,-72,-9999,-68,-180
2398,-9999,-134,9,-26,-24,-9999,-32,-180
2399,-9999,-138,8,-28,-27,-9999,-38,-180
2400,-9999,-142,8,-30,-34,-9999,-44,-180
2401,-9999,-146,8,-32,-45,-9999,-51,-180
2402,-9999,-149,8,-31,-53,-9999,-55,-180
2403,-9999,-145,9,-28,-57,-9999,-57,-181
2404,-9999,-146,9,-28,-53,-9999,-55,-181
2405,-9999,-144,9,-24,0,-9999,-33,-182
2406,-9999,-146,8,-28,-15,-9999,-37,-182
2407,-9999,-151,8,-29,-18,-9999,-42,-182
2408,-9999,-153,8,-30,-25,-9999,-50,-182
2409,-9999,-154,8,-31,-36,-9999,-56,-182
2410,-9999,-154,10,-31,-45,-9999,-61,-183
2411,-9999,-154,8,-33,-47,-9999,-68,-183
2412,-9999,-156,9,-33,-58,-9999,-73,-182
2413,-9999,-158,9,-33,-65,-9999,-76,-183
2414,-9999,-159,9,-30,-72,-9999,-78,-183
2415,-9999,-45,10,-27,0,-9999,1,-182
2416,-9999,-77,11,-25,1,-9999,2,-183
2417,-9999,-126,10,-20,1,-9999,2,-183
2418,-9999,-124,10,-24,1,-9999,5,-183
2419,-9999,-126,9,-26,0,-9999,4,-182
2420,-9999,-128,9,-24,0,-9999,4,-182
2421,-9999,-133,9,-26,0,-9999,3,-182
2422,-9999,-135,8,-26,0,-9999,2,-182
2423,-9999,-138,8,-28,-9,-9999,1,-182
2424,-9999,-138,9,-28,-17,-9999,1,-182
2425,-9999,-141,8,-29,-18,-9999,-2,-182
2426,-9999,-143,8,-31,-20,-9999,-5,-182
2427,-9999,-144,8,-32,-26,-9999,-7,-182
2428,-9999,-146,9,-32,-36,-9999,-7,-182
2429,-9999,-147,9,-31,-44,-9999,-9,-182
2430,-9999,-147,9,-28,-38,-9999,-7,-182
2431,-9999,-147,9,-30,-38,-9999,-11,-182
2432,-9999,-146,9,-30,-46,-9999,-13,-182
2433,-9999,-145,8,-30,-48,-9999,-16,-182
2434,-9999,-146,8,-32,-50,-9999,-22,-182
2435,-9999,-150,9,-31,-57,-9999,-26,-182
2436,-9999,-150,8,-30,-59,-9999,-27,-182
2437,-9999,-151,9,-31,-62,-9999,-32,-182
2438,-9999,-153,9,-33,-65,-9999,-36,-182
2439,-9999,-154,10,-33,-68,-9999,-40,-182
2440,-9999,-156,10,-32,-72,-9999,-43,-182
2441,-9999,-156,10,-32,-74,-9999,-47,-182
2442,-9999,-156,10,-31,-77,-9999,-50,-182
2443,-9999,-157,10,-30,-76,-9999,-53,-182
2444,-9999,-152,11,-28,-20,-9999,-38,-182
2445,-9999,-148,9,-29,-22,-9999,-37,-182
2446,-9999,-146,10,-26,0,-9999,-15,-182
2447,-9999,-146,8,-30,-13,-9999,-28,-182
2448,-9999,-149,10,-29,-19,-9999,-31,-182
2449,-9999,-152,10,-28,-19,-9999,-34,-183
2450,-9999,-152,9,-29,-12,-9999,-29,-183
2451,-9999,-153,10,-31,-18,-9999,-34,-183
2452,-9999,-154,9,-28,-22,-9999,-36,-182
2453,-9999,-148,9,-27,-11,-9999,-32,-183
2454,-9999,-146,9,-28,-14,-9999,-33,-183
2455,-9999,-146,8,-29,-19,-9999,-39,-183
2456,-9999,-150,8,-30,-22,-9999,-43,-183
2457,-9999,-152,9,-30,-32,-9999,-47,-183
2458,-9999,-153,9,-30,-41,-9999,-51,-183
2459,-9999,-154,8,-30,-47,-9999,-56,-183
2460,-9999,-154,8,-33,-50,-9999,-62,-183
2461,-9999,-156,8,-34,-57,-9999,-64,-183
2462,-9999,-154,8,-33,-63,-9999,-65,-183
2463,-9999,-156,9,-33,-63,-9999,-68,-183
2464,-9999,-157,10,-30,-4,-9999,-67,-183
2465,-9999,-141,10,-24,0,-9999,-5,-183
2466,-9999,-124,9,-26,0,-9999,-4,-183
2467,-9999,-122,8,-27,-1,-9999,-6,-183
2468,-9999,-122,8,-29,-2,-9999,-6,-183
2469,-9999,-126,9,-28,-2,-9999,-7,-183
2470,-9999,-132,9,-28,-10,-9999,-8,-183
2471,-9999,-136,9,-28,-15,-9999,-10,-183
2472,-9999,-137,9,-29,-18,-9999,-12,-183
2473,-9999,-140,9,-30,-19,-9999,-14,-183
2474,-9999,-140,7,-32,-23,-9999,-20,-184
2475,-9999,-142,8,-33,-30,-9999,-23,-183
2476,-9999,-143,7,-33,-35,-9999,-26,-183
2477,-9999,-144,8,-32,-38,-9999,-26,-183
2478,-9999,-144,9,-29,-40,-9999,-28,-183
2479,-9999,-143,8,-31,-30,-9999,-30,-183
2480,-9999,-143,7,-31,-36,-9999,-32,-183
2481,-9999,-144,10,-27,-39,-9999,-32,-183
2482,-9999,-143,10,-25,-40,-9999,-34,-182
2483,-9999,-142,9,-25,-36,-9999,-35,-182
2484,-9999,-142,10,-25,-21,-9999,-32,-182
2485,-9999,-142,9,-27,-21,-9999,-33,-183
2486,-9999,-135,10,-24,0,-9999,-6,-183
2487,-9999,-110,10,-22,-2,-9999,1,-182
2488,-9999,-111,9,-28,-4,-9999,1,-183
2489,-9999,-114,11,-23,-4,-9999,1,-182
2490,-9999,-117,8,-28,-10,-9999,-1,-182
2491,-9999,-119,8,-27,-13,-9999,-2,-182
2492,-9999,-121,8,-27,-14,-9999,-3,-182
2493,-9999,-120,8,-25,-4,-9999,-1,-182
2494,-9999,-122,8,-25,-7,-9999,-2,-183
2495,-9999,-126,10,-21,-6,-9999,-2,-183
2496,-9999,-127,10,-25,-2,-9999,2,-183
2497,-9999,-129,8,-28,-8,-9999,-2,-183
2498,-9999,-132,10,-22,-5,-9999,-2,-183
2499,-9999,-133,10,-21,-5,-9999,-2,-183
2500,-9999,-134,10,-26,-3,-9999,0,-183
2501,-9999,-136,8,-28,-9,-9999,-4,-183
2502,-9999,-138,8,-28,-9,-9999,-4,-183
2503,-9999,-139,8,-28,-10,-9999,-4,-183
2504,-9999,-140,8,-28,-10,-9999,-5,-183
2505,-9999,-141,11,-21,-3,-9999,-3,-183
2506,-9999,-132,8,-25,-4,-9999,-1,-183
2507,-9999,-133,8,-24,-7,-9999,-1,-183
2508,-9999,-134,8,-26,-10,-9999,-2,-183
2509,-9999,-135,7,-27,-11,-9999,-2,-183
2510,-9999,-137,7,-27,-12,-9999,-2,-183
2511,-9999,-138,8,-27,-11,-9999,-2,-183
2512,-9999,-140,8,-25,-10,-9999,-3,-183
2513,-9999,-141,8,-26,-10,-9999,-2,-183
2514,-9999,-143,9,-28,-9,-9999,-9999,-183
2515,-9999,-144,9,-25,-7,-9999,-9999,-184
2516,-9999,-141,8,-29,-4,-9999,-9999,-183
2517,-9999,-141,8,-30,-5,-9999,-9999,-183
2518,-9999,-142,8,-30,-9,-9999,-9999,-183
2519,-9999,-143,8,-30,-11,-9999,-9999,-182
2520,-9999,-142,8,-28,-5,-9999,-9999,-183
2521,-9999,-141,9,-25,-3,-9999,-9999,-183
2522,-9999,-141,9,-27,-5,-9999,-9999,-183
2523,-9999,-141,9,-27,-6,-9999,-9999,-183
2524,-9999,-140,9,-28,-9,-9999,-9999,-182
2525,-9999,-139,10,-25,-9,-9999,-9999,-183
2526,-9999,-139,10,-25,-3,-9999,-9999,-183
2527,-9999,-138,10,-26,-3,-9999,-9999,-183
2528,-9999,-137,9,-28,-5,-9999,-9999,-183
2529,-9999,-138,9,-28,-8,-9999,-9999,-183
2530,-9999,-138,9,-28,-9,-9999,-9999,-182
2531,-9999,-138,9,-28,-4,-9999,-9999,-180
2532,-9999,-137,8,-29,-7,-9999,-9999,-180
2533,-9999,-132,9,-24,-3,-9999,-9999,-180
2534,-9999,-132,8,-27,-5,-9999,-9999,-180
2535,-9999,-127,7,-29,-9999,-9999,-9999,-177
2536,-9999,-127,8,-29,-9999,-9999,-9999,-177
2537,-9999,-126,8,-29,-9999,-9999,-9999,-177
2538,-9999,-126,8,-27,-9999,-9999,-9999,-173
2539,-9999,-126,8,-28,-9999,-9999,-9999,-174
2540,-9999,-126,8,-29,-9999,-9999,-9999,-174
2541,-9999,-128,7,-33,-9999,-9999,-9999,-173
2542,-9999,-130,6,-33,-9999,-9999,-9999,-173
2543,-9999,-127,7,-33,-9999,-9999,-9999,-173
2544,-9999,-109,9,-21,-9999,-9999,-9999,-140
2545,-9999,-90,7,-32,-9999,-9999,-9999,-166
2546,-9999,-92,7,-33,-9999,-9999,-9999,-165
2547,-9999,-96,7,-33,-9999,-9999,-9999,-162
2548,-9999,-98,7,-31,-9999,-9999,-9999,-160
2549,-9999,-102,8,-31,-9999,-9999,-9999,-160
2550,-9999,-107,8,-30,-9999,-9999,-9999,-157
2551,-9999,-107,8,-24,-9999,-9999,-9999,-157
2552,-9999,-107,7,-27,-9999,-9999,-9999,-155
2553,-9999,-96,10,-22,-9999,-9999,-9999,-158
2554,-9999,-96,8,-28,-9999,-9999,-9999,-150
2555,18,-94,8,-28,-12,-9999,-9999,-130
2556,16,-93,8,-29,-11,-9999,-9999,-123
2557,15,-92,7,-30,-13,-9999,-9999,-120
2558,15,-90,8,-27,-10,-9999,-9999,-111
2559,15,-90,7,-30,-11,-9999,-9999,-108
2560,17,-90,8,-24,-10,-9999,-9999,-99
2561,18,-85,10,-21,-8,-9999,-9999,-69
2562,15,-87,6,-30,-12,-9999,-9999,-55
2563,14,-88,6,-34,-16,-9999,-9999,-54
2564,14,-88,5,-35,-22,-9999,-9999,-55
2565,13,-89,4,-35,-24,-9999,-9999,-57
2566,13,-90,4,-36,-24,-9999,-9999,-63
2567,14,-90,8,-35,-18,-9999,-9999,-63
2568,18,-90,10,-24,-8,-9999,-9999,-55
2569,19,-90,8,-25,-8,-9999,-9999,-48
2570,21,3,7,-25,-8,-9999,-9999,16
2571,16,15,6,-29,-8,-9999,-9999,16
2572,16,8,6,-29,-8,-9999,-9999,14
2573,15,0,6,-31,-9,-9999,-9999,10
2574,16,-13,6,-29,-8,-9999,-9999,19
2575,17,-19,7,-27,-7,-9999,-9999,12
2576,18,-31,7,-28,-7,-9999,-9999,10
2577,17,-42,6,-29,-7,-9999,-9999,13
2578,21,-49,7,-27,-6,-9999,-9999,11
2579,21,-56,7,-27,-5,-9999,-9999,4
2580,22,-54,7,-27,-6,-9999,-9999,3
2581,22,-52,8,-25,-5,-9999,-9999,4
2582,21,-58,7,-26,-5,-9999,-9999,4
2583,22,-63,7,-27,-6,-9999,-9999,4
2584,18,-69,6,-27,-6,-9999,-9999,4
2585,16,-72,6,-29,-6,-9999,-9999,1
2586,16,-77,6,-29,-7,-9999,-9999,1
2587,16,-79,6,-29,-6,-9999,-9999,0
2588,15,-77,6,-30,-7,-9999,-9999,-1
2589,18,-81,6,-28,-6,-9999,-9999,1
2590,16,-82,6,-28,-6,-9999,-9999,1
2591,15,-88,6,-31,-7,-9999,-9999,-3
2592,15,-92,6,-35,-9,-9999,-9999,-16
2593,15,-81,6,-30,-8,-9999,-9999,-16
2594,19,-98,6,-30,-7,-9999,-9999,-13
2595,19,-99,6,-28,-6,-9999,-9999,-9
2596,23,-77,8,-25,-2,-9999,-9999,18
2597,18,-73,6,-27,-4,-9999,-9999,9
2598,17,-72,6,-32,-4,-9999,-9999,0
2599,16,-62,6,-31,-4,-9999,-9999,7
2600,19,-60,6,-28,-4,-9999,-9999,14
2601,19,-53,7,-27,-3,-9999,-9999,13
2602,18,-58,6,-29,-3,-9999,-9999,9
2603,19,-65,6,-28,-3,-9999,-9999,14
2604,16,-73,6,-29,-3,-9999,-9999,3
2605,15,-80,6,-33,-4,-9999,-9999,-11
2606,17,-80,6,-29,-3,-9999,-9999,10
2607,17,-81,7,-28,-3,-9999,-9999,2
2608,16,-83,7,-30,-3,-9999,-9999,-2
2609,16,-80,7,-30,-3,-9999,-9999,-14
2610,16,-93,7,-29,-2,-9999,-9999,-17
2611,17,-89,7,-28,-1,-9999,-9999,-16
2612,17,-93,7,-27,-1,-9999,-9999,-14
2613,17,-106,6,-25,0,-9999,-9999,-3
2614,18,-95,7,-29,-3,-9999,-9999,-2
2615,18,-79,7,-29,-5,-9999,-9999,0
2616,18,-79,7,-28,-4,-9999,-9999,2
2617,18,-77,8,-25,-3,-9999,-9999,-13
2618,18,-80,8,-27,-2,-9999,-9999,3
2619,17,-77,7,-29,-3,-9999,-9999,0
2620,17,-81,6,-30,-4,-9999,-9999,-1
2621,17,-82,6,-31,-3,-9999,-9999,-2
2622,18,-83,7,-29,-2,-9999,-9999,2
2623,20,-84,9,-19,0,-9999,-9999,8
2624,22,-71,8,-23,0,-9999,-9999,8
2625,20,-65,7,-27,-2,-9999,-9999,4
2626,18,-65,7,-27,-2,-9999,-9999,3
2627,17,-66,6,-30,-4,-9999,-9999,-1
2628,16,-70,6,-31,-6,-9999,-9999,-1
2629,16,-75,6,-31,-8,-9999,-9999,-2
2630,16,-79,6,-30,-5,-9999,-9999,-1
2631,16,-82,6,-32,-2,-9999,-9999,-3
2632,16,-83,6,-31,-3,-9999,-9999,-2
2633,16,-84,6,-30,-3,-9999,-9999,-2
2634,17,-85,7,-29,-2,-9999,-9999,-8
2635,18,-96,7,-26,-2,-9999,-9999,-2
2636,17,-96,7,-28,-2,-9999,-9999,2
2637,19,-95,8,-22,-1,-9999,-9999,3
2638,17,-95,7,-29,-3,-9999,-9999,1
2639,16,-96,6,-32,-7,-9999,-9999,-18
2640,16,-87,7,-29,-3,-9999,-9999,-11
2641,19,-82,8,-29,-1,-9999,-9999,-15
2642,18,-94,8,-30,-1,-9999,-9999,0
2643,20,-93,8,-20,0,-9999,-9999,-8
2644,21,-85,8,-27,0,-9999,-9999,-13
2645,19,-84,8,-26,0,-9999,-9999,2
2646,20,-80,8,-28,0,-9999,-9999,-11
2647,22,-85,9,-23,0,-9999,-9999,0
2648,24,-48,9,-20,1,-9999,-9999,1
2649,20,-49,8,-25,0,-9999,-9999,8
2650,21,-51,8,-26,1,-9999,-9999,7
2651,23,-46,9,1,5,-9999,-9999,12
2652,23,-42,9,-22,1,-9999,-9999,8
2653,21,-44,9,-20,2,-9999,-9999,10
2654,20,-47,8,-22,1,-9999,-9999,10
2655,20,-40,8,-22,0,-9999,-9999,9
2656,21,-45,9,-23,0,-9999,-9999,7
2657,20,-52,9,-24,0,-9999,-9999,6
2658,20,-61,8,-26,1,-9999,-9999,4
2659,21,-52,8,-26,1,-9999,-9999,4
2660,20,-63,8,-27,0,-9999,-9999,-2
2661,20,-70,9,-26,0,-9999,-9999,0
2662,20,-75,8,-26,1,-9999,-9999,-2
2663,20,-80,8,-26,2,-9999,-9999,-1
2664,21,-85,8,-27,1,-9999,-9999,-4
2665,20,-92,8,-27,0,-9999,-9999,-9
2666,19,-97,9,-26,1,-9999,-9999,-11
2667,25,-75,11,5,6,-9999,-9999,12
2668,1,-80,10,4,7,-9999,-9999,13
2669,23,-78,9,-17,3,-9999,-9999,8
2670,22,-84,9,-17,2,-9999,-9999,3
2671,21,-89,10,-19,3,-9999,-9999,-1
2672,22,-91,10,-18,2,-9999,-9999,-2
2673,22,-92,9,0,4,-9999,-9999,-4
2674,21,-95,8,-18,4,-9999,-9999,-6
2675,21,-99,9,-19,3,-9999,-9999,-11
2676,24,-99,11,3,6,-9999,-9999,2
2677,24,-75,10,-16,4,-9999,-9999,-1
2678,24,-82,9,-16,5,-9999,-9999,-2
2679,25,-43,10,2,6,-9999,-9999,4
2680,24,-59,10,-16,5,-9999,-9999,0
2681,23,-67,10,0,5,-9999,-9999,-4
2682,0,-67,11,4,7,-9999,-9999,9
2683,25,-35,10,2,5,-9999,-9999,11
2684,25,-34,10,3,7,-9999,-9999,11
2685,24,-35,8,-16,4,-9999,-9999,8
2686,23,-40,8,-17,4,-9999,-9999,4
2687,23,-44,9,-16,4,-9999,-9999,1
2688,23,-48,8,0,5,-9999,-9999,0
2689,24,-50,8,-16,5,-9999,-9999,-1
2690,24,-61,9,-16,5,-9999,-9999,-3
2691,23,-68,9,-16,6,-9999,-9999,-5
2692,23,-76,8,-18,5,-9999,-9999,-10
2693,22,-84,8,-18,5,-9999,-9999,-14
2694,22,-92,8,-16,7,-9999,-9999,-17
2695,22,-97,8,-17,6,-9999,-9999,-22
2696,22,-101,8,-16,7,-9999,-9999,-26
2697,22,-101,9,-16,6,-9999,-9999,-21
2698,23,-109,8,-17,7,-9999,-9999,-30
2699,6,-38,2,1,9,-9999,-9999,-5
2700,25,-88,9,-17,1,-9999,-9999,-21
2701,24,-98,9,0,0,-9999,-9999,-28
2702,0,-99,9,1,4,-9999,-9999,-17
2703,3,-79,10,5,8,-9999,-9999,9
2704,0,-75,9,0,2,-9999,-9999,2
2705,1,-77,9,-16,1,-9999,-9999,-2
2706,2,-44,10,7,7,-9999,-9999,16
2707,2,-57,9,3,5,-9999,-9999,10
2708,0,-61,8,-16,-2,-9999,-9999,0
2709,24,-66,8,-16,-6,-9999,-9999,-7
2710,23,-69,8,-16,-9,-9999,-9999,-13
2711,22,-76,8,-16,-10,-9999,-9999,-18
2712,23,-84,8,1,-12,-9999,-9999,-26
2713,24,-90,10,2,-4,-9999,-9999,-24
2714,24,-93,9,-16,-9,-9999,-9999,-25
2715,24,-99,9,0,-10,-9999,-9999,-29
2716,24,-104,9,-9999,-11,-9999,-9999,-34
2717,22,-110,9,-9999,-11,-9999,-9999,-38
2718,25,-113,10,-9999,-10,-9999,-9999,-44
2719,24,-116,8,-9999,-14,-9999,-9999,-55
2720,22,-121,8,-9999,-20,-9999,-9999,-65
2721,22,-125,8,-9999,-22,-9999,-9999,-76
2722,22,-127,8,-21,-24,-9999,-9999,-84
2723,24,-77,11,-17,-10,-9999,-9999,-89
2724,23,-124,9,-19,-16,-9999,-9999,-95
2725,0,-128,9,-19,-20,-9999,-9999,-107
2726,0,-131,9,-20,-22,-9999,-9999,-117
2727,25,-132,10,-18,-7,-9999,-9999,-122
2728,24,-132,9,-21,-14,-9999,-9999,-123
2729,22,-135,10,-18,-21,-9999,6,-127
2730,21,-135,8,-20,-26,-9999,5,-133
2731,21,-135,8,-20,-25,-9999,4,-132
2732,22,-121,9,-16,-2,-9999,12,-127
2733,22,-126,8,-19,-14,-9999,10,-136
2734,22,-129,8,-20,-20,-9999,8,-140
2735,24,-130,9,-20,-18,-9999,8,-141
2736,24,-132,8,-20,-18,-9999,7,-144
2737,24,-134,8,-20,-20,-9999,5,-150
2738,26,-136,9,-19,-23,-9999,6,-154
2739,25,-70,10,2,2,-9999,1,-136
2740,24,-107,8,-17,0,-9999,2,-122
2741,24,-112,7,-18,0,-9999,0,-117
2742,24,-115,7,-20,-2,-9999,17,-119
2743,23,-117,7,-20,-4,-9999,16,-125
2744,23,-121,8,-20,-16,-9999,14,-133
2745,22,-122,8,-20,-11,-9999,14,-133
2746,22,-121,8,-17,-1,-9999,14,-135
2747,24,-126,7,-19,-10,-9999,12,-142
2748,23,-129,8,-18,-17,-9999,11,-148
2749,23,-116,9,1,3,-9999,14,-139
2750,23,-112,9,-16,-1,-9999,16,-142
2751,23,-113,9,-16,-3,-9999,16,-144
2752,22,-103,10,2,2,-9999,3,-139
2753,21,-109,8,-16,-4,-9999,1,-141
2754,20,-112,8,-17,-7,-9999,17,-138
2755,21,-117,9,1,-9999,-9999,1,-143
2756,21,-120,8,-18,-9999,4,16,-148
2757,21,-124,8,-17,-9999,5,16,-152
2758,20,-126,8,-18,-42,6,14,-155
2759,20,-128,8,-18,-48,6,13,-160
2760,20,-130,8,-19,-55,6,12,-164
2761,21,-128,9,1,-35,7,14,-91
2762,22,-131,9,-16,-40,6,12,-76
2763,21,-133,8,-18,-46,5,10,-79
2764,19,-136,8,-19,-57,6,10,-87
2765,20,-138,9,-17,-61,6,9,-100
2766,20,-139,9,-20,-66,6,6,-110
2767,19,-139,8,-20,-67,6,6,-119
2768,19,-140,9,-19,-76,6,4,-129
2769,19,-142,9,-20,-81,6,2,-139
2770,20,-143,9,-20,-87,6,0,-147
2771,19,-144,9,-20,-91,6,-1,-153
2772,19,-145,9,-18,-68,6,4,-158
2773,22,-146,8,-18,-60,6,2,-161
2774,21,-142,9,-18,-56,5,1,-160
2775,22,-142,9,-16,-63,6,0,-165
2776,22,-145,9,-16,-66,6,-1,-167
2777,20,-145,8,-18,-66,6,-2,-172
2778,22,-147,8,-20,-82,5,-5,-179
2779,21,-148,8,-20,-86,6,-7,-180
2780,20,-147,8,-19,-92,6,-8,-180
2781,19,-145,8,-18,-82,6,-6,-179
2782,20,-144,8,-20,-91,5,-9,-181
2783,21,-144,8,-20,-96,5,-12,-182
2784,21,-146,8,-19,-97,6,-15,-182
2785,21,-147,8,-20,-99,5,-16,-183
2786,20,-148,8,-20,-100,5,-22,-183
2787,17,-145,10,-17,-92,6,-11,-183
2788,16,-144,8,-18,-82,5,-16,-184
2789,17,-144,8,-19,-83,5,-18,-184
2790,18,-147,8,-19,-94,6,-23,-183
2791,20,-147,8,-19,-99,5,-26,-184
2792,18,-146,9,-17,-94,6,-21,-184
2793,15,-146,8,-20,-96,5,-29,-185
2794,15,-147,9,-19,-95,5,-30,-184
2795,15,-149,9,-19,-100,5,-35,-182
2796,14,-151,9,-17,-102,6,-38,-182
2797,14,-151,10,-17,-102,7,-40,-183
2798,14,-152,9,-18,-102,7,-44,-183
2799,16,-152,9,-17,-102,6,-44,-184
2800,16,-152,9,-18,-102,6,-45,-185
2801,15,-152,8,-20,-102,5,-48,-185
2802,14,-153,9,-21,-103,6,-52,-183
2803,13,-152,10,-19,-103,6,-53,-183
2804,12,-153,9,-18,-103,6,-51,-183
